time_s,position_m,speed_mps,speed_kmh,acceleration_mps2,grade_promille,traction_force_n,brake_force_n,resistance_force_n,traction_energy_kwh,regen_energy_kwh,auxiliary_energy_kwh,net_energy_kwh,phase,from_station,to_station
710.4,9409.148,7.589,27.320,-1.030,0.000,0.0,260000.0,6871.2,160.09268,53.55052,23.80000,130.34216,BRAKE,六里桥,六里桥东
711.4,9416.223,6.561,23.619,-1.028,0.000,0.0,260000.0,6447.3,160.09268,53.93375,23.83333,129.99227,BRAKE,六里桥,六里桥东
712.4,9422.270,5.534,19.924,-1.026,0.000,0.0,260000.0,6062.1,160.09268,54.26133,23.86667,129.69802,BRAKE,六里桥,六里桥东
713.4,9427.292,4.509,16.233,-1.025,0.000,0.0,260000.0,5715.5,160.09268,54.53335,23.90000,129.45933,BRAKE,六里桥,六里桥东
713.9,9429.160,0.000,0.000,-1.024,0.000,0.0,260000.0,5407.1,160.09268,54.74987,23.93333,129.27615,ARRIVE,六里桥,六里桥东
743.9,9429.160,0.000,0.000,0.000,0.000,0.0,0.0,0.0,160.09268,54.74987,24.93333,130.27615,DWELL,六里桥东,六里桥东
744.9,9429.691,1.063,3.826,1.063,0.000,280000.0,0.0,4500.0,160.13402,54.74987,24.96667,130.35081,ACCEL,六里桥东,北京西站
745.9,9431.285,2.125,7.651,1.062,0.000,280000.0,0.0,4647.9,160.25800,54.74987,25.00000,130.50813,ACCEL,六里桥东,北京西站
746.9,9433.941,3.187,11.472,1.062,0.000,280000.0,0.0,4836.3,160.46457,54.74987,25.03333,130.74804,ACCEL,六里桥东,北京西站
747.9,9437.659,4.247,15.291,1.061,0.000,280000.0,0.0,5065.2,160.75369,54.74987,25.06667,131.07048,ACCEL,六里桥东,北京西站
748.9,9442.436,5.307,19.106,1.060,0.000,280000.0,0.0,5334.4,161.12526,54.74987,25.10000,131.47539,ACCEL,六里桥东,北京西站
749.9,9448.272,6.366,22.916,1.058,0.000,280000.0,0.0,5643.8,161.57920,54.74987,25.13333,131.96266,ACCEL,六里桥东,北京西站
750.9,9455.167,7.423,26.722,1.057,0.000,280000.0,0.0,5993.3,162.11541,54.74987,25.16667,132.53221,ACCEL,六里桥东,北京西站
751.9,9463.117,8.478,30.522,1.056,0.000,280000.0,0.0,6382.5,162.73379,54.74987,25.20000,133.18392,ACCEL,六里桥东,北京西站
752.9,9472.122,9.532,34.316,1.054,0.000,280000.0,0.0,6811.3,163.43421,54.74987,25.23333,133.91767,ACCEL,六里桥东,北京西站
753.9,9482.181,10.585,38.104,1.052,0.000,280000.0,0.0,7279.5,164.21653,54.74987,25.26667,134.73333,ACCEL,六里桥东,北京西站
754.9,9493.291,11.635,41.885,1.050,0.000,280000.0,0.0,7786.7,165.08061,54.74987,25.30000,135.63074,ACCEL,六里桥东,北京西站
755.9,9505.440,12.664,45.589,1.029,0.000,275038.9,0.0,8332.8,166.00881,54.74987,25.33333,136.59227,ACCEL,六里桥东,北京西站
756.9,9518.574,13.604,48.975,0.941,0.000,252691.2,0.0,8906.3,166.93070,54.74987,25.36667,137.54750,ACCEL,六里桥东,北京西站
757.9,9532.613,14.475,52.111,0.871,0.000,235221.4,0.0,9463.8,167.84805,54.74987,25.40000,138.49818,ACCEL,六里桥东,北京西站
758.9,9547.496,15.289,55.042,0.814,0.000,221068.0,0.0,10008.6,168.76194,54.74987,25.43333,139.44540,ACCEL,六里桥东,北京西站
759.9,9563.169,16.056,57.802,0.767,0.000,209294.6,0.0,10542.5,169.67312,54.74987,25.46667,140.38991,ACCEL,六里桥东,北京西站
760.9,9579.588,16.782,60.417,0.726,0.000,199299.4,0.0,11067.2,170.58211,54.74987,25.50000,141.33224,ACCEL,六里桥东,北京西站
761.9,9596.716,17.473,62.904,0.691,0.000,190675.4,0.0,11583.6,171.48929,54.74987,25.53333,142.27276,ACCEL,六里桥东,北京西站
762.9,9614.519,18.133,65.280,0.660,0.000,183135.6,0.0,12092.6,172.39497,54.74987,25.56667,143.21177,ACCEL,六里桥东,北京西站
763.9,9632.969,18.766,67.556,0.632,0.000,176471.1,0.0,12594.7,173.29935,54.74987,25.60000,144.14948,ACCEL,六里桥东,北京西站
764.9,9652.038,19.373,69.742,0.607,0.000,170525.5,0.0,13090.5,174.20263,54.74987,25.63333,145.08609,ACCEL,六里桥东,北京西站
765.9,9671.703,19.958,71.848,0.585,0.000,165179.1,0.0,13580.3,175.10493,54.74987,25.66667,146.02173,ACCEL,六里桥东,北京西站
766.9,9691.943,20.522,73.880,0.564,0.000,160338.5,0.0,14064.6,176.00639,54.74987,25.70000,146.95652,ACCEL,六里桥东,北京西站
767.9,9712.738,21.068,75.843,0.545,0.000,155929.4,0.0,14543.5,176.90709,54.74987,25.73333,147.89056,ACCEL,六里桥东,北京西站
768.9,9734.069,21.596,77.744,0.528,0.000,151892.2,0.0,15017.3,177.80712,54.74987,25.76667,148.82392,ACCEL,六里桥东,北京西站
769.9,9755.921,22.108,79.587,0.512,0.000,148178.0,0.0,15486.2,178.70654,54.74987,25.80000,149.75668,ACCEL,六里桥东,北京西站
770.9,9778.086,22.222,80.000,0.115,0.000,144746.8,0.0,15950.3,179.59774,54.74987,25.83333,150.68120,ACCEL,六里桥东,北京西站
771.9,9800.308,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,179.69685,54.74987,25.86667,150.81365,CRUISE,六里桥东,北京西站
772.9,9822.530,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,179.79596,54.74987,25.90000,150.94609,CRUISE,六里桥东,北京西站
773.9,9844.753,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,179.89506,54.74987,25.93333,151.07853,CRUISE,六里桥东,北京西站
774.9,9866.975,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,179.99417,54.74987,25.96667,151.21097,CRUISE,六里桥东,北京西站
775.9,9889.197,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,180.09328,54.74987,26.00000,151.34341,CRUISE,六里桥东,北京西站
776.9,9911.419,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,180.19239,54.74987,26.03333,151.47585,CRUISE,六里桥东,北京西站
777.9,9933.642,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,180.29150,54.74987,26.06667,151.60830,CRUISE,六里桥东,北京西站
778.9,9955.864,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,180.39061,54.74987,26.10000,151.74074,CRUISE,六里桥东,北京西站
779.9,9978.086,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,180.48971,54.74987,26.13333,151.87318,CRUISE,六里桥东,北京西站
780.9,10000.308,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,180.58882,54.74987,26.16667,152.00562,CRUISE,六里桥东,北京西站
781.9,10022.530,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,180.68793,54.74987,26.20000,152.13806,CRUISE,六里桥东,北京西站
782.9,10044.753,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,180.78704,54.74987,26.23333,152.27050,CRUISE,六里桥东,北京西站
783.9,10066.975,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,180.88615,54.74987,26.26667,152.40295,CRUISE,六里桥东,北京西站
784.9,10089.197,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,180.98526,54.74987,26.30000,152.53539,CRUISE,六里桥东,北京西站
785.9,10111.419,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,181.08436,54.74987,26.33333,152.66783,CRUISE,六里桥东,北京西站
786.9,10133.642,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,181.18347,54.74987,26.36667,152.80027,CRUISE,六里桥东,北京西站
787.9,10155.864,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,181.28258,54.74987,26.40000,152.93271,CRUISE,六里桥东,北京西站
788.9,10178.086,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,181.38169,54.74987,26.43333,153.06515,CRUISE,六里桥东,北京西站
789.9,10200.308,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,181.48080,54.74987,26.46667,153.19760,CRUISE,六里桥东,北京西站
790.9,10222.530,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,181.57991,54.74987,26.50000,153.33004,CRUISE,六里桥东,北京西站
791.9,10244.753,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,181.67901,54.74987,26.53333,153.46248,CRUISE,六里桥东,北京西站
792.9,10266.975,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,181.77812,54.74987,26.56667,153.59492,CRUISE,六里桥东,北京西站
793.9,10289.197,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,181.87723,54.74987,26.60000,153.72736,CRUISE,六里桥东,北京西站
794.9,10311.419,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,181.97634,54.74987,26.63333,153.85980,CRUISE,六里桥东,北京西站
795.9,10333.642,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,182.07545,54.74987,26.66667,153.99225,CRUISE,六里桥东,北京西站
796.9,10355.864,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,182.17456,54.74987,26.70000,154.12469,CRUISE,六里桥东,北京西站
797.9,10378.086,22.222,80.000,0.000,0.000,16055.6,0.0,16055.6,182.27366,54.74987,26.73333,154.25713,CRUISE,六里桥东,北京西站
798.9,10399.776,21.157,76.166,-1.065,0.000,0.0,260000.0,16055.6,182.27366,55.24987,26.76667,153.79046,BRAKE,六里桥东,北京西站
799.9,10420.402,20.096,72.345,-1.061,0.000,0.0,260000.0,15096.1,182.27366,55.74987,26.80000,153.32380,BRAKE,六里桥东,北京西站
800.9,10439.969,19.038,68.537,-1.058,0.000,0.0,260000.0,14180.7,182.27366,56.24987,26.83333,152.85713,BRAKE,六里桥东,北京西站
801.9,10458.480,17.984,64.741,-1.054,0.000,0.0,260000.0,13308.6,182.27366,56.74987,26.86667,152.39046,BRAKE,六里桥东,北京西站
802.9,10475.938,16.932,60.957,-1.051,0.000,0.0,260000.0,12479.4,182.27366,57.24987,26.90000,151.92380,BRAKE,六里桥东,北京西站
803.9,10492.346,15.884,57.183,-1.048,0.000,0.0,260000.0,11692.6,182.27366,57.74987,26.93333,151.45713,BRAKE,六里桥东,北京西站
804.9,10507.708,14.839,53.420,-1.045,0.000,0.0,260000.0,10947.7,182.27366,58.24987,26.96667,150.99046,BRAKE,六里桥东,北京西站
805.9,10522.026,13.796,49.667,-1.043,0.000,0.0,260000.0,10244.1,182.27366,58.74987,27.00000,150.52380,BRAKE,六里桥东,北京西站
806.9,10535.302,12.756,45.922,-1.040,0.000,0.0,260000.0,9581.6,182.27366,59.24987,27.03333,150.05713,BRAKE,六里桥东,北京西站
807.9,10547.539,11.719,42.187,-1.038,0.000,0.0,260000.0,8959.7,182.27366,59.74987,27.06667,149.59046,BRAKE,六里桥东,北京西站
808.9,10558.740,10.683,38.459,-1.035,0.000,0.0,260000.0,8378.1,182.27366,60.24987,27.10000,149.12380,BRAKE,六里桥东,北京西站
809.9,10568.907,9.650,34.739,-1.033,0.000,0.0,260000.0,7836.3,182.27366,60.74987,27.13333,148.65713,BRAKE,六里桥东,北京西站
810.9,10578.041,8.618,31.026,-1.031,0.000,0.0,260000.0,7334.1,182.27366,61.24464,27.16667,148.19570,BRAKE,六里桥东,北京西站
811.9,10586.144,7.589,27.320,-1.030,0.000,0.0,260000.0,6871.2,182.27366,61.68358,27.20000,147.79008,BRAKE,六里桥东,北京西站
812.9,10593.219,6.561,23.619,-1.028,0.000,0.0,260000.0,6447.3,182.27366,62.06681,27.23333,147.44019,BRAKE,六里桥东,北京西站
813.8,10598.740,0.000,0.000,-1.026,0.000,0.0,260000.0,6062.1,182.27366,62.39439,27.26667,147.14594,ARRIVE,六里桥东,北京西站
843.8,10598.740,0.000,0.000,0.000,8.000,0.0,0.0,0.0,182.27366,62.39439,28.26667,148.14594,DWELL,北京西站,北京西站
844.8,10599.235,0.990,3.565,0.990,8.000,280000.0,0.0,4500.0,182.31217,62.39439,28.30000,148.21779,ACCEL,北京西站,军事博物馆
845.8,10600.720,1.980,7.128,0.990,8.000,280000.0,0.0,4636.5,182.42768,62.39439,28.33333,148.36663,ACCEL,北京西站,军事博物馆
846.8,10603.195,2.969,10.688,0.989,8.000,280000.0,0.0,4808.2,182.62014,62.39439,28.36667,148.59242,ACCEL,北京西站,军事博物馆
847.8,10606.658,3.957,14.246,0.988,8.000,280000.0,0.0,5015.0,182.88950,62.39439,28.40000,148.89511,ACCEL,北京西站,军事博物馆
